netid,cruise_ymd,ctdcruise,cast_count,nline,nstation,stline,ststa,acline,acsta,rptline,rptsta,ctdlat,ctdlon,nlat,nlon,bottomdepth,date,time,nettime
11949,195901,195901,10361,106.7,35,106.7,35,106.3,34.4,106.7,35,30.441666,-116.366666,30.441666,-116.366666,1829,1959-01-11,09:30:00,1959-01-11 10:26:00+00
11947,195901,,,106.7,45,,,,,,,,,30.066666,-117.041666,,,,1959-01-11 03:06:00+00
11881,195901,195901,10306,60,90,60,90,60,90.1,60,90,36.616666,-125.783333,36.616666,-125.783333,4206,1959-01-18,06:54:00,1959-01-18 07:26:00+00
11879,195901,195901,10304,60,70,60,70,59.6,69.8,60,70,37.35,-124.366666,37.35,-124.366666,3913,1959-01-17,19:12:00,1959-01-17 19:40:00+00
12036,195901,195901,10439,126.7,70,126.7,70,126.7,70.3,126.7,70,25.725,-116.433333,25.725,-116.433333,3895,1959-01-16,00:06:00,1959-01-16 00:26:00+00
12100,195901,195901,10484,153.3,30,153,30,153.4,30,153.3,30,22.441666,-111.016666,22.44,-111.016666,3219,1959-01-24,11:24:00,1959-01-24 11:51:00+00
12103,195901,,,153.3,45,,,,,,,,,21.958333,-111.916666,,,,1959-01-24 18:46:00+00
11969,195901,,,100,29,,,,,,,,,31.708333,-116.725,,,,1959-01-15 06:46:00+00
12106,195901,195901,10487,153.3,60,153,60,153.3,59.2,153.3,60,21.483333,-112.833333,21.483333,-112.833333,3658,1959-01-25,02:18:00,1959-01-25 02:46:00+00
11874,195901,,,63.3,55,,,,,,,,,37.21,-122.83,,,,1959-01-17 02:06:00+00
11901,195901,195901,10322,80,80,80,80,80,80,80,80,33.483333,-122.533333,33.483333,-122.533333,4389,1959-01-24,09:54:00,1959-01-24 10:15:00+00
11869,195901,,,66.7,55,,,,,,,,,36.65,-122.433333,,,,1959-01-16 01:41:00+00
12045,195901,195901,10446,133.3,25,133,25,133.5,24.9,133.3,25,26.058333,-112.791666,26.058333,-112.79,82,1959-01-17,09:24:00,1959-01-17 09:28:00+00
12094,195901,195901,10479,150,30,150,30,150.1,29.7,150,30,23.016666,-111.341666,23.016666,-111.341666,2761,1959-01-23,18:00:00,1959-01-23 18:11:00+00
12098,195901,195901,10483,153.3,20,153,20,153.4,19.6,153.3,20,22.783333,-110.366666,22.783333,-110.366666,823,1959-01-24,06:30:00,1959-01-24 06:16:00+00
12031,195901,195901,10435,126.7,34,126.7,34,126.7,34,126.7,34,26.925,-114.1,26.925,-114.1,88,1959-01-15,06:48:00,1959-01-15 06:58:00+00
11980,195901,195901,10388,96.7,90,96.7,90,96.8,90,96.7,90,30.233333,-121.166666,30.233333,-121.166666,3658,1959-01-18,05:42:00,1959-01-18 06:06:00+00
11946,195901,195901,10359,106.7,50,106.7,50,106.5,50.2,106.7,50,29.883333,-117.391666,29.883333,-117.391666,2377,1959-01-10,23:24:00,1959-01-10 23:46:00+00
12114,195901,,,156.7,45,,,,,,,,,21.366666,-111.573333,,,,1959-01-26 11:06:00+00
12084,195901,,,146.7,45,,,,,,,,,23.108333,-112.71,,,,1959-01-22 15:01:00+00
12070,195901,195901,10463,140,60,140,60,140.3,59.7,140,60,23.716666,-114.258333,23.72,-114.26,4444,1959-01-20,13:06:00,1959-01-20 13:36:00+00
12117,195901,195901,10495,156.7,30,156.7,30,156.7,29,156.7,30,21.9,-110.608333,21.9,-110.608333,3274,1959-01-26,19:24:00,1959-01-26 19:51:00+00
12020,195901,,,120,55,,,,,,,,,27.383333,-116.233333,,,,1959-01-12 11:56:00+00
11890,195901,195901,10313,73.3,60,73,60,73.3,60.2,73.3,60,35.3,-121.975,35.3,-121.973333,2377,1959-01-22,12:48:00,1959-01-22 13:11:00+00
12009,195901,195901,10412,118,39,118,39,117.8,39,118,39,28.308333,-115.4,28.308333,-115.396666,219,1959-01-10,15:42:00,1959-01-10 15:56:00+00
11902,195901,195901,10323,80,90,80,90,80.2,90.2,80,90,33.116666,-123.216666,33.116666,-123.211666,4572,1959-01-24,14:54:00,1959-01-24 15:15:00+00
12061,195901,195901,10456,136.7,35,136.7,35,136.7,35,136.7,35,25.166666,-113.091666,25.166666,-113.095,1189,1959-01-19,10:48:00,1959-01-19 11:06:00+00
12086,195901,,,146.7,55,,,,,,,,,22.796666,-113.22,,,,1959-01-22 19:26:00+00
11877,195901,195901,10302,60,55,60,55,59.9,55,60,55,37.791666,-123.25,37.791666,-123.25,106,1959-01-17,10:42:00,1959-01-17 10:57:00+00
12111,195901,195901,10492,156.7,60,156.7,60,156.5,60,156.7,60,20.891666,-112.533333,20.888333,-112.53,2377,1959-01-26,02:06:00,1959-01-26 02:26:00+00
12035,195901,195901,10438,126.7,60,126.7,60,126.7,60.1,126.7,60,26.05,-115.775,26.05,-115.775,3813,1959-01-15,19:30:00,1959-01-15 20:01:00+00
11880,195901,195901,10305,60,80,60,80,59.9,79.6,60,80,36.975,-125.033333,36.975,-125.033333,4023,1959-01-18,00:54:00,1959-01-18 01:41:00+00
11978,195901,195901,10386,96.7,70,96.7,70,96.9,70.6,96.7,70,30.875,-119.866666,30.875,-119.866666,3508,1959-01-17,18:24:00,1959-01-17 18:06:00+00
11942,195901,195901,10356,106.7,80,106.7,80,106.5,80.2,106.7,80,28.883333,-119.375,28.883333,-119.375,3658,1959-01-10,03:30:00,1959-01-10 04:06:00+00
12107,195901,195901,10488,153.3,70,153,70,153.4,70,153.3,70,21.1,-113.483333,21.103333,-113.483333,3840,1959-01-25,07:18:00,1959-01-25 07:36:00+00
11884,195901,195901,10309,70,90,70,90,70,89.8,70,90,34.883333,-124.466666,34.883333,-124.466666,4114,1959-01-19,00:00:00,1959-01-19 00:31:00+00
11895,195901,195901,10316,76.7,60,76.7,60,76.6,60.1,76.7,60,34.733333,-121.566666,34.733333,-121.566666,914,1959-01-23,04:54:00,1959-01-23 05:10:00+00
11945,195901,,,106.7,55,,,,,,,,,29.783333,-117.65,,,,1959-01-10 20:51:00+00
12034,195901,195901,10437,126.7,50,126.7,50,126.8,51,126.7,50,26.35,-115.191666,26.353333,-115.191666,3383,1959-01-15,14:54:00,1959-01-15 15:16:00+00
11894,195901,195901,10315,76.7,55,76.7,55,76.6,55.1,76.7,55,34.9,-121.216666,34.908333,-121.216666,512,1959-01-23,02:00:00,1959-01-23 02:16:00+00
11987,195901,,,93.3,45,,,,,,,,,32.35,-118.533333,,,,1959-01-19 14:31:00+00
11994,195901,,,113.3,45,,,,,,,,,28.836666,-116.316666,,,,1959-01-08 08:11:00+00
12026,195901,195901,10427,123.3,70,123,70,123.1,70.7,123.3,70,26.333333,-116.858333,26.333333,-116.858333,3704,1959-01-13,14:06:00,1959-01-13 14:26:00+00
12051,195901,195901,10449,133.3,50,133,50,133.3,49.8,133.3,50,25.266666,-114.4,25.266666,-114.4,3621,1959-01-17,22:54:00,1959-01-17 23:11:00+00
11907,195901,195901,10327,83.3,55,83.3,55,83.4,55.1,83.3,55,33.733333,-120.408333,33.733333,-120.406666,1463,1959-01-25,14:18:00,1959-01-25 15:20:00+00
11921,195901,195901,10343,90,30,90,30,90,30.2,90,30,33.408333,-117.916666,33.408333,-117.916666,,1959-01-28,00:12:00,1959-01-27 23:41:00+00
11990,195901,195901,10395,93.3,30,93.3,30,93.4,29.7,93.3,30,32.833333,-117.5,32.833333,-117.5,677,1959-01-19,22:54:00,1959-01-19 23:11:00+00
12089,195901,,,150,55,,,,,,,,,22.206666,-112.873333,,,,1959-01-23 05:26:00+00
11911,195901,195901,10331,83.3,40,83.3,40,83.4,40.1,83.3,40,34.233333,-119.366666,34.233333,-119.366666,22,1959-01-26,02:30:00,1959-01-26 02:34:00+00
11986,195901,195901,10393,93.3,50,93.3,50,93.3,49.7,93.3,50,32.183333,-118.866666,32.183333,-118.866666,1335,1959-01-19,11:24:00,1959-01-19 11:56:00+00
11975,195901,,,96.7,45,,,,,,,,,31.733333,-118.091666,,,,1959-01-17 04:11:00+00
12011,195901,195901,10414,116.7,30,116.7,30,116.7,29.9,116.7,30,28.8,-114.925,28.803333,-114.928333,101,1959-01-11,04:00:00,1959-01-11 03:57:00+00
12016,195901,195901,10419,120,35,120,35,120.1,35.1,120,35,28.041666,-114.9,28.045,-114.9,86,1959-01-11,16:18:00,1959-01-11 16:28:00+00
11997,195901,195901,10402,113.3,60,113,60,113.8,60.9,113.3,60,28.275,-117.275,28.275,-117.275,3658,1959-01-08,16:54:00,1959-01-08 17:41:00+00
11982,195901,195901,10390,93.3,80,93.3,80,93.5,80.4,93.3,80,31.125,-120.916666,31.125,-120.916666,3658,1959-01-18,18:00:00,1959-01-18 18:31:00+00
12025,195901,195901,10426,123.3,80,123,80,123.3,80,123.3,80,25.991666,-117.433333,25.991666,-117.433333,3786,1959-01-13,09:00:00,1959-01-13 09:26:00+00
12052,195901,,,133.3,55,,,,,,,,,25.1,-114.708333,,,,1959-01-18 01:26:00+00
11888,195901,195901,10311,70,70,70,70,69.7,69.9,70,70,35.6,-123.1,35.6,-123.096666,3931,1959-01-22,02:00:00,1959-01-22 02:26:00+00
11923,195901,,,90,60,,,,,,,,,32.475,-119.933333,,,,1959-02-07 15:26:00+00
12041,195901,,,130,45,,,,,,,,,25.983333,-114.5,,,,1959-01-16 21:06:00+00
11882,195901,195901,10307,63.3,90,63,90,62.8,89.6,63.3,90,36.133333,-125.375,36.133333,-125.376666,3658,1959-01-18,12:12:00,1959-01-18 12:45:00+00
12054,195901,195901,10451,136.7,80,136.7,80,136.7,80.3,136.7,80,23.65,-115.95,23.65,-115.95,3786,1959-01-18,12:42:00,1959-01-18 12:56:00+00
11957,195901,,,103.3,55,,,,,,,,,30.05,-118,,,,1959-01-12 12:26:00+00
12007,195901,,,116.7,45,,,,,,,,,28.291666,-115.925,,,,1959-01-10 10:51:00+00
12040,195901,195901,10442,130,50,130,50,129.9,49.8,130,50,25.841666,-114.766666,25.843333,-114.766666,3530,1959-01-16,18:42:00,1959-01-16 19:01:00+00
12029,195901,195901,10432,123.3,42,123,42,123.4,42.2,123.3,42,27.233333,-114.991666,27.236666,-114.995,2039,1959-01-14,07:30:00,1959-01-14 08:51:00+00
12029,195901,195901,10433,123.3,42,123,42,123.4,42.2,123.3,42,27.233333,-114.991666,27.236666,-114.995,3036,1959-01-14,08:30:00,1959-01-14 08:51:00+00
12029,195901,195901,10431,123.3,42,123,42,123.4,42.2,123.3,42,27.233333,-114.991666,27.236666,-114.995,2039,1959-01-14,06:30:00,1959-01-14 08:51:00+00
11965,195901,195901,10375,100,50,100,50,99.7,50.9,100,50,31.041666,-118.216666,31.041666,-118.216666,1737,1959-01-14,15:54:00,1959-01-14 16:11:00+00
12048,195901,,,134,36,,,,,,,,,25.653333,-113.445,,,,1959-01-17 15:46:00+00
11905,195901,195901,10325,83.3,70,83.3,70,83.4,70,83.3,70,33.233333,-121.433333,33.233333,-121.433333,3913,1959-01-25,05:54:00,1959-01-25 06:11:00+00
12029,195901,195901,10430,123.3,42,123,42,123.4,42.2,123.3,42,27.233333,-114.991666,27.236666,-114.995,2039,1959-01-14,05:36:00,1959-01-14 08:51:00+00
11948,195901,195901,10360,106.7,40,106.7,40,106.5,39.5,106.7,40,30.25,-116.691666,30.253333,-116.691666,3292,1959-01-11,06:00:00,1959-01-11 06:26:00+00
12095,195901,195901,10480,150,25,150,25,150.1,24.4,150,25,23.2,-111.016666,23.196666,-111.02,1390,1959-01-23,20:54:00,1959-01-23 21:16:00+00
12102,195901,195901,10485,153.3,40,153,40,153.4,39.5,153.3,40,22.125,-111.608333,22.121666,-111.61,3283,1959-01-24,16:18:00,1959-01-24 16:46:00+00
12003,195901,195901,10408,116.7,70,116.7,70,116.7,70.2,116.7,70,27.458333,-117.55,27.46,-117.55,3695,1959-01-09,21:18:00,1959-01-09 21:41:00+00
12042,195901,195901,10443,130,40,130,40,130,40.9,130,40,26.133333,-114.191666,26.133333,-114.191666,2926,1959-01-16,23:30:00,1959-01-16 23:46:00+00
12076,195901,195901,10467,143.3,35,143,35,143.4,34.9,143.3,35,24,-112.366666,24,-112.366666,2468,1959-01-21,06:48:00,1959-01-21 07:11:00+00
12110,195901,195901,10491,156.7,70,156.7,70,156.7,69.6,156.7,70,20.55,-113.108333,20.546666,-113.111666,3329,1959-01-25,21:30:00,1959-01-25 21:56:00+00
11878,195901,195901,10303,60,60,60,60,59.9,60.2,60,60,37.616666,-123.633333,37.616666,-123.633333,3292,1959-01-17,13:30:00,1959-01-17 14:46:00+00
11903,195901,195901,10324,83.3,90,83.3,90,83.4,90,83.3,90,32.566666,-122.8,32.575,-122.8,3840,1959-01-24,19:42:00,1959-01-24 20:15:00+00
12063,195901,195901,10458,136.7,23,136.7,23,136.7,23.2,136.7,23,25.558333,-112.341666,25.561666,-112.341666,82,1959-01-19,16:30:00,1959-01-19 16:43:00+00
11910,195901,195901,10330,83.3,43,83.3,43,83.4,43,83.3,43,34.133333,-119.566666,34.133333,-119.566666,238,1959-01-26,00:42:00,1959-01-26 00:56:00+00
12010,195901,195901,10413,116.7,35,116.7,35,116.7,35.1,116.7,35,28.633333,-115.266666,28.633333,-115.266666,201,1959-01-11,01:30:00,1959-01-11 01:46:00+00
12101,195901,,,153.3,35,,,,,,,,,22.266666,-111.326666,,,,1959-01-24 14:06:00+00
12116,195901,,,156.7,35,,,,,,,,,21.725,-110.925,,,,1959-01-26 16:41:00+00
12066,195901,195901,10461,140,40,140,40,140.2,39.7,140,40,24.408333,-113.016666,24.405,-113.016666,3347,1959-01-20,03:06:00,1959-01-20 03:31:00+00
12049,195901,195901,10448,133.3,40,133,40,133.4,39.9,133.3,40,25.575,-113.758333,25.575,-113.758333,695,1959-01-17,18:00:00,1959-01-17 18:16:00+00
11962,195901,195901,10372,100,80,100,80,99.5,79.4,100,80,30.133333,-120.15,30.133333,-120.15,3585,1959-01-13,20:18:00,1959-01-13 20:56:00+00
11870,195901,195901,10297,66.7,60,66.7,60,66.5,60,66.7,60,36.483333,-122.791666,36.483333,-122.791666,2963,1959-01-16,04:30:00,1959-01-16 05:50:00+00
11909,195901,195901,10329,82,47,81.8,46.9,82,46.4,82,47,34.25,-119.966666,34.25,-119.966666,457,1959-01-25,21:48:00,1959-01-25 22:00:00+00
12077,195901,195901,10468,143.3,30,143,30,143.5,30,143.3,30,24.158333,-112.058333,24.158333,-112.061666,238,1959-01-21,09:54:00,1959-01-21 10:11:00+00
11950,195901,195901,10362,106.7,32,106.7,32,106.8,32.5,106.7,32,30.433333,-116.191666,30.433333,-116.191666,300,1959-01-11,12:36:00,1959-01-11 12:47:00+00
11993,195901,195901,10399,113.3,35,113,35,113.3,35.3,113.3,35,29.2,-115.65,29.2,-115.65,1183,1959-01-08,02:06:00,1959-01-08 02:26:00+00
12118,195901,,,156.7,25,,,,,,,,,22.06,-110.325,,,,1959-01-26 22:11:00+00
12060,195901,195901,10455,136.7,40,136.7,40,136.7,40,136.7,40,25,-113.408333,25,-113.406666,3219,1959-01-19,07:54:00,1959-01-19 08:11:00+00
12108,195901,195901,10489,153.3,80,153,80,153.5,80.7,153.3,80,20.733333,-114.133333,20.733333,-114.133333,3759,1959-01-25,12:00:00,1959-01-25 12:16:00+00
12071,195901,195901,10464,143.3,60,143,60,143.4,59.8,143.3,60,23.183333,-113.933333,23.183333,-113.933333,3877,1959-01-20,17:36:00,1959-01-20 17:51:00+00
12004,195901,195901,10409,116.7,60,116.7,60,116.6,59.8,116.7,60,27.808333,-116.883333,27.811666,-116.883333,3603,1959-01-10,02:18:00,1959-01-10 02:46:00+00
11940,195901,195901,10354,110,90,110,90,110.3,89.3,110,90,27.925,-119.525,27.925,-119.525,3658,1959-01-09,15:18:00,1959-01-09 15:26:00+00
11889,195901,195901,10312,73.3,70,73,70,73.3,70.1,73.3,70,34.966666,-122.666666,34.97,-122.666666,4023,1959-01-22,07:42:00,1959-01-22 08:05:00+00
11872,195901,195901,10299,63.3,70,63,70,63.3,70,63.3,70,36.708333,-123.916666,36.708333,-123.916666,3840,1959-01-16,17:00:00,1959-01-16 17:26:00+00
12081,195901,195901,10472,146.7,30,146.7,30,146.7,30.3,146.7,30,23.583333,-111.733333,23.583333,-111.733333,,1959-01-22,07:18:00,1959-01-22 07:36:00+00
12105,195901,,,153.3,55,,,,,,,,,21.638333,-112.533333,,,,1959-01-24 23:46:00+00
11906,195901,195901,10326,83.3,60,83.3,60,83.3,60,83.3,60,33.583333,-120.758333,33.586666,-120.758333,1372,1959-01-25,11:00:00,1959-01-25 11:26:00+00
12017,195901,,,120,40,,,,,,,,,27.941666,-115.23,,,,1959-01-12 04:04:00+00
11885,195901,,,70,80,,,,,,,,,35.216666,-123.8,,,,1959-01-19 06:06:00+00
11883,195901,195901,10308,66.7,90,66.7,90,65.8,89.1,66.7,90,35.633333,-124.95,35.633333,-124.95,4389,1959-01-18,17:12:00,1959-01-18 17:40:00+00
12053,195901,195901,10450,133.3,60,133,60,133.3,59.9,133.3,60,24.916666,-115.033333,24.916666,-115.033333,3858,1959-01-18,03:54:00,1959-01-18 04:11:00+00
11876,195901,,,60,52,,,,,,,,,37.891666,-123.025,,,,1959-01-17 08:48:00+00
11935,195901,195901,10350,110,50,110,50,110.4,50.4,110,50,29.2,-116.966666,29.2,-116.966666,2012,1959-01-08,08:54:00,1959-01-08 09:36:00+00
11926,195901,,,90,90,,,,,,,,,31.408333,-122,,,,1959-02-08 08:06:00+00
11956,195901,195901,10366,103.3,50,103,50,104.1,50,103.3,50,30.3,-117.65,30.3,-117.65,2560,1959-01-12,09:18:00,1959-01-12 10:06:00+00
11924,195901,,,90,70,,,,,,,,,32.166666,-120.625,,,,1959-02-07 20:51:00+00
11953,195901,195901,10365,103.3,40,103,40,103.4,40,103.3,40,30.758333,-117.066666,30.758333,-117.066666,1646,1959-01-12,01:42:00,1959-01-12 03:21:00+00
12059,195901,,,136.7,45,,,,,,,,,24.841666,-113.723333,,,,1959-01-19 05:26:00+00
11959,195901,195901,10368,103.3,70,103,70,104.1,73.6,103.3,70,29.516666,-119.216666,29.516666,-119.216666,3475,1959-01-12,22:18:00,1959-01-12 22:51:00+00
11887,195901,195901,10310,70,60,70,60,70,60.2,70,60,35.883333,-122.383333,35.883333,-122.383333,3109,1959-01-21,20:54:00,1959-01-21 21:16:00+00
12005,195901,,,116.7,55,,,,,,,,,27.956666,-116.583333,,,,1959-01-10 04:51:00+00
12006,195901,195901,10410,116.7,50,116.7,50,116.7,50.2,116.7,50,28.116666,-116.25,28.12,-116.253333,4114,1959-01-10,07:30:00,1959-01-10 07:51:00+00
11952,195901,195901,10364,103.3,35,103,35,103.4,35.3,103.3,35,30.925,-116.758333,30.925,-116.758333,1646,1959-01-11,21:48:00,1959-01-11 22:11:00+00
12024,195901,195901,10425,120,90,120,90,120,90.2,120,90,26.208333,-118.458333,26.21,-118.461666,4041,1959-01-13,03:18:00,1959-01-13 03:41:00+00
11929,195901,,,86.7,70,,,,,,,,,32.75,-120.725,,,,1959-02-09 01:56:00+00
11999,195901,195901,10404,113.3,80,113,80,113.4,79.8,113.3,80,27.7,-118.541666,27.703333,-118.543333,3858,1959-01-09,02:36:00,1959-01-09 02:56:00+00
12090,195901,195901,10477,150,50,150,50,150,49.5,150,50,22.375,-112.583333,22.371666,-112.58,3438,1959-01-23,07:54:00,1959-01-23 09:11:00+00
11939,195901,195901,10353,110,80,110,80,110.2,79.7,110,80,28.266666,-118.916666,28.266666,-118.916666,3658,1959-01-09,08:42:00,1959-01-09 08:56:00+00
12069,195901,,,140,55,,,,,,,,,23.895,-113.95,,,,1959-01-20 10:36:00+00
11960,195901,195901,10369,103.3,80,103,80,104.2,80.8,103.3,80,29.266666,-119.683333,29.266666,-119.683333,3292,1959-01-13,02:48:00,1959-01-13 03:16:00+00
12019,195901,195901,10421,120,50,120,50,120,50.3,120,50,27.541666,-115.891666,27.545,-115.891666,,1959-01-12,09:18:00,1959-01-12 09:51:00+00
12082,195901,,,146.7,35,,,,,,,,,23.433333,-112.041666,,,,1959-01-22 09:51:00+00
12097,195901,195901,10482,153.3,16,153,16,153.4,15.7,153.3,16,22.916666,-110.125,22.916666,-110.123333,439,1959-01-24,,1959-01-24 04:16:00+00
12099,195901,,,153.3,25,,,,,,,,,22.56,-110.691666,,,,1959-01-24 09:05:00+00
12038,195901,195901,10441,130,60,130,60,129.8,60.5,130,60,25.5,-115.458333,25.5,-115.458333,3804,1959-01-16,13:30:00,1959-01-16 13:51:00+00
11875,195901,195901,10301,63.3,52,63,52,63.3,51.9,63.3,52,37.316666,-122.616666,37.316666,-122.611666,51,1959-01-17,03:42:00,1959-01-17 04:10:00+00
11868,195901,,,66.7,50,,,,,,,,,36.816666,-122.076666,,,,1959-01-15 20:47:00+00
11913,195901,195901,10333,86.7,40,86.7,40,86.7,39.9,86.7,40,33.666666,-118.975,33.666666,-118.975,732,1959-01-26,11:06:00,1959-01-26 11:30:00+00
12000,195901,195901,10405,113.3,90,113,90,113.3,90.1,113.3,90,27.375,-119.225,27.375,-119.225,4023,1959-01-09,07:24:00,1959-01-09 07:42:00+00
11961,195901,195901,10371,100,90,100,90,99.2,89.8,100,90,29.833333,-120.866666,29.833333,-120.866666,3840,1959-01-13,14:54:00,1959-01-13 15:36:00+00
11936,195901,,,110,55,,,,,,,,,29.025,-117.266666,,,,1959-01-08 12:16:00+00
11927,195901,,,86.7,90,,,,,,,,,32.016666,-122.316666,,,,1959-02-08 14:10:00+00
11979,195901,195901,10387,96.7,80,96.7,80,97,78.8,96.7,80,30.575,-120.4,30.575,-120.4,3840,1959-01-17,23:00:00,1959-01-17 23:56:00+00
11998,195901,195901,10403,113.3,70,113,70,113.4,70.1,113.3,70,28.033333,-117.925,28.033333,-117.925,3292,1959-01-08,21:54:00,1959-01-08 22:21:00+00
11967,195901,,,100,35,,,,,,,,,31.525,-117.1,,,,1959-01-15 02:36:00+00
12113,195901,195901,10493,156.7,50,156.7,50,156.7,49.5,156.7,50,21.208333,-111.866666,21.21,-111.866666,3146,1959-01-26,08:12:00,1959-01-26 08:41:00+00
12027,195901,195901,10428,123.3,60,123,60,123.1,61,123.3,60,26.658333,-116.241666,26.655,-116.245,3895,1959-01-13,18:42:00,1959-01-13 18:11:00+00
12055,195901,195901,10452,136.7,70,136.7,70,136.7,69.8,136.7,70,24,-115.291666,24,-115.288333,3768,1959-01-18,17:18:00,1959-01-18 17:31:00+00
12023,195901,195901,10424,120,80,120,80,120.2,80.5,120,80,26.508333,-117.816666,26.508333,-117.816666,3768,1959-01-12,23:00:00,1959-01-12 23:16:00+00
11941,195901,195901,10355,106.7,90,106.7,90,106.7,89.1,106.7,90,28.55,-119.933333,28.55,-119.933333,3658,1959-01-09,21:36:00,1959-01-09 22:06:00+00
11937,195901,195901,10351,110,60,110,60,110.6,60.1,110,60,28.85,-117.583333,28.85,-117.583333,3658,1959-01-08,15:42:00,1959-01-08 15:56:00+00
12062,195901,195901,10457,136.7,30,136.7,30,136.7,29.9,136.7,30,25.333333,-112.766666,25.336666,-112.77,315,1959-01-19,13:30:00,1959-01-19 13:36:00+00
11983,195901,195901,10391,93.3,70,93.3,70,93.3,69.7,93.3,70,31.516666,-120.225,31.516666,-120.25,3658,1959-01-18,23:06:00,1959-01-19 00:06:00+00
11892,195901,,,73.3,51,,,,,,,,,35.591666,-121.35,,,,1959-01-22 18:41:00+00
12057,195901,,,136.7,55,,,,,,,,,24.533333,-114.316666,,,,1959-01-19 00:36:00+00
12021,195901,195901,10422,120,60,120,60,119.8,60.6,120,60,27.233333,-116.575,27.23,-116.576666,3768,1959-01-12,14:24:00,1959-01-12 14:51:00+00
11922,195901,195901,10344,90,28,90,28,90,28.2,90,28,33.475,-117.783333,33.475,-117.778333,366,1959-01-28,01:48:00,1959-01-28 01:56:00+00
11873,195901,195901,10300,63.3,60,63,60,63.3,60.2,63.3,60,37.033333,-123.208333,37.036666,-123.21,2688,1959-01-16,22:42:00,1959-01-16 23:06:00+00
12074,195901,,,143.3,45,,,,,,,,,23.683333,-113.091666,,,,1959-01-21 01:06:00+00
12091,195901,,,150,45,,,,,,,,,22.538333,-112.283333,,,,1959-01-23 10:26:00+00
12083,195901,195901,10473,146.7,40,146.7,40,146.8,39.6,146.7,40,23.266666,-112.308333,23.266666,-112.375,3292,1959-01-22,12:24:00,1959-01-22 12:46:00+00
11914,195901,,,86.7,50,,,,,,,,,33.333333,-119.658333,,,,1959-01-26 16:03:00+00
11931,195901,195901,10347,110,33,110,33,110.1,33.2,110,33,29.833333,-115.866666,29.831666,-115.866666,77,1959-01-07,21:06:00,1959-01-07 21:18:00+00
11963,195901,195901,10373,100,70,100,70,99.5,71.7,100,70,30.383333,-119.633333,30.383333,-119.633333,3658,1959-01-14,01:36:00,1959-01-14 02:06:00+00
12065,195901,195901,10460,140,35,140,35,140.1,34.7,140,35,24.583333,-112.708333,24.583333,-112.705,1006,1959-01-20,00:36:00,1959-01-20 00:46:00+00
12080,195901,195901,10471,146.7,25,146.7,25,146.7,24.6,146.7,25,23.775,-111.375,23.773333,-111.375,366,1959-01-22,03:54:00,1959-01-22 04:11:00+00
12121,195901,195901,10498,156.7,10,156.7,10,156.7,9.3,156.7,10,22.55,-109.383333,22.55,-109.386666,2963,1959-01-27,06:12:00,1959-01-27 11:01:00+00
12121,195901,195901,10499,156.7,10,156.7,10,156.7,9.3,156.7,10,22.55,-109.383333,22.55,-109.386666,2963,1959-01-27,07:12:00,1959-01-27 11:01:00+00
12121,195901,195901,10500,156.7,10,156.7,10,156.7,9.3,156.7,10,22.55,-109.383333,22.55,-109.386666,2997,1959-01-27,08:12:00,1959-01-27 11:01:00+00
12121,195901,195901,10501,156.7,10,156.7,10,156.7,9.3,156.7,10,22.55,-109.383333,22.55,-109.386666,2999,1959-01-27,10:36:00,1959-01-27 11:01:00+00
12072,195901,,,143.3,55,,,,,,,,,23.358333,-113.653333,,,,1959-01-20 20:11:00+00
12058,195901,195901,10454,136.7,50,136.7,50,136.6,49.8,136.7,50,24.683333,-114.041666,24.683333,-114.04,3630,1959-01-19,02:42:00,1959-01-19 03:01:00+00
11976,195901,,,96.7,55,,,,,,,,,31.316666,-118.983333,,,,1959-01-17 11:06:00+00
12001,195901,195901,10406,116.7,90,116.7,90,116.4,90.5,116.7,90,26.825,-118.891666,26.825,-118.895,3922,1959-01-09,11:54:00,1959-01-09 12:16:00+00
12022,195901,195901,10423,120,70,120,70,120,71.2,120,70,26.841666,-117.233333,26.84,-117.233333,3950,1959-01-12,18:42:00,1959-01-12 19:01:00+00
